rho_n,cs2
0.5757776307081406, 0.019132810998911065
0.7452018530774323, 0.022126243773945786
0.8934480476505628, 0.02660653963572357
1.1052283256121775, 0.03853691621245692
1.2640635340833888, 0.05269561675915091
1.3911317008603574, 0.06461811069526546
1.5076108537392452, 0.07877286992164989
1.613500992720053, 0.09590431131175359
1.7193911317008603, 0.11378016957530634
1.8041032428855064, 0.13239847405215366
1.888815354070152, 0.15325002914934827
1.9629384513567172, 0.17410059891646545
2.0370615486432824, 0.19197350118978618
2.100595632031767, 0.20984541813302937
2.174718729318332, 0.2299515710266975
2.2382528127068166, 0.2500567385902883
2.3229649238914623, 0.27239712743438116
2.3970880211780274, 0.2939921140749475
2.471211118464593, 0.3148426838420648
2.5559232296492387, 0.33271657144546285
2.6406353408338843, 0.3483572084285136
2.688285903375248, 0.36101672926249706
2.788881535407016, 0.36921467550617226
2.86829913964262, 0.37815506796314213
2.979483785572469, 0.3766765801820563
3.085373924553276, 0.3722199322421351
3.1859695565850434, 0.3610630397761332
3.2442091330244867, 0.3521354566101689
3.3289212442091336, 0.3387438355287036
3.4136333553937788, 0.32535221444723816
3.498345466578425, 0.30972734274542524
3.5936465916611513, 0.2926146226267916
3.667769688947717, 0.2784775993417996
3.752481800132363, 0.2621083107665375
3.8266048974189277, 0.250204538101893
3.890138980807413, 0.23829978010717112
3.9642620780939777, 0.22565159056907735
4.048974189278622, 0.21225996948761205
4.165453342157512, 0.1958936369025821
4.281932495036399, 0.18176055493789967
4.4090006618133675, 0.1683728751767436
4.514890800794175, 0.15796089224922938
4.705493050959628, 0.14606795821543583
4.86432825943084, 0.1356609019383085
5.054930509596293, 0.12525680165141329
5.2137657180675046, 0.1200606634884297
5.4043679682329575, 0.11337864756878024
5.563203176704167, 0.10818250940579666
5.785572468563863, 0.10671436759052311
6.071475843812044, 0.10450772088226468
6.346790205162144, 0.10155567197047943
6.537392455327597, 0.1015734079118722
6.770350761085373, 0.10233950204702336
7.035076108537391, 0.10161971842550821
7.2256783587028455, 0.10163745436690097
7.426869622766379, 0.10314500938526916
7.606882859033751, 0.10613942749038074
7.818663136995367, 0.10690355096537718
8.0198544010589, 0.1076666891102962
8.295168762409, 0.10992555831265516
8.538716082064855, 0.10994822090443457
8.792852415618794, 0.11294953632008786
9.02581072137657, 0.11446004732868809
9.269358041032428, 0.11597154366736573
9.523494374586365, 0.11897285908301891
9.798808735936465, 0.12346497890572539
9.994705493050958, 0.12497204125905481
9.994705493050958, 0.6512747707875908
9.682329583057577, 0.6348685323344276
9.534083388484445, 0.6266661521054041
9.417604235605559, 0.6199555616135108
9.279947054930508, 0.6102653329676664
9.147584381204501, 0.6020644307337589
9.02051621442753, 0.5960972717852375
8.86697551290536, 0.5871499820177262
8.70814030443415, 0.5789466164586252
8.559894109861018, 0.5714886531030507
8.422236929185969, 0.5640316750775538
8.263401720714757, 0.5588059770122493
8.104566512243546, 0.553580278946945
7.903375248180012, 0.5446285551940855
7.73395102581072, 0.5364242043049072
7.56452680344143, 0.5304531040360763
7.416280608868298, 0.5244839744274
7.2256783587028455, 0.5185109034984144
7.066843150231634, 0.5132852054331101
6.939774983454665, 0.5065736296111396
6.727994705493051, 0.5035762555157958
6.495036399735273, 0.4983436601399497
6.166776968894771, 0.4960798642872041
5.976174718729318, 0.5005286295865063
5.764394440767703, 0.5064642579725521
5.563203176704169, 0.5153785391824717
5.393778954334877, 0.5213181088888269
5.171409662475183, 0.5332080869323883
4.906684315023163, 0.5495606248963351
4.726671078755791, 0.5674098792477992
4.483123759099934, 0.5904641397329428
4.292521508934481, 0.6068235750074311
4.123097286565189, 0.6216961471951759
3.890138980807413, 0.6350739736555583
3.6783587028457974, 0.6402651851681548
3.4559894109861014, 0.6372668257427336
3.2124420913302454, 0.6268223269226665
3.037723362011913, 0.6134065652543055
2.873593646591661, 0.5977585382956746
2.7200529450694906, 0.5791338291733246
2.635340833884844, 0.5657264428106212
2.5453342157511583, 0.5515741469094302
2.418266048974189, 0.5240188986308839
2.3229649238914623, 0.4986998569629173
2.2594308405029784, 0.4763614387789791
2.1853077432164127, 0.4510443677711671
2.121773659827929, 0.4272171158403306
2.058239576439444, 0.39892336266879946
2.00529450694904, 0.372863845447693
1.9417604235605563, 0.3453145091496109
1.8729318332230305, 0.3080872608316515
1.8252812706816681, 0.282772653149033
1.7511581733951025, 0.24852257965983127
1.698213103904699, 0.22171864556527576
1.6558570483123756, 0.19938219804149215
1.5817339510258108, 0.17257629328678215
1.518199867637326, 0.14726020760904734
1.4493712772998015, 0.12343246301317234
1.3911317008603574, 0.10258337124117123
1.2799470549305099, 0.07726285157808821
1.1528788881535412, 0.05491852141368603
1.031105228325612, 0.04150768639571201
0.9146260754467241, 0.03256384528347156
0.8087359364659168, 0.02957632448890113
0.6710787557908671, 0.026585847704098997
0.5757776307081406, 0.02657697973340256
0.5810721376571808, 0.019877720537399002
